run_id,architecture_hash,gpu_type,params,depth,flops,epochs,batch_size,target,peak_flops_gflops,memory_bandwidth_gbs,tdp_watts,arithmetic_intensity_ratio
rtx3060_6f26dc0c4fe9591225e8d3d24ed4f8a6_repeat1,6f26dc0c4fe9591225e8d3d24ed4f8a6,RTX 3060,2770826,4,5541652,4,256,25340.4,12740,360.0,170,4.349805337519623e-07
rtx3060_471546730eff6ba24d163061e4029d13_repeat1,471546730eff6ba24d163061e4029d13,RTX 3060,3831434,4,7662868,4,256,46753.2,12740,360.0,170,6.014810047095761e-07
rtx3060_47fb5adadfc9f8a75e3de789f7591943_repeat1,47fb5adadfc9f8a75e3de789f7591943,RTX 3060,3831434,4,7662868,4,256,46000.8,12740,360.0,170,6.014810047095761e-07
rtx3060_03d84046b0ce567b2b59e85903aa2f5f_repeat1,03d84046b0ce567b2b59e85903aa2f5f,RTX 3060,6406538,4,12813076,4,256,59572.8,12740,360.0,170,1.0057359497645212e-06
rtx3060_ac9bd0e2514c031187b612db767fb038_repeat1,ac9bd0e2514c031187b612db767fb038,RTX 3060,1143306,4,2286612,4,256,23533.2,12740,360.0,170,1.794828885400314e-07
rtx3060_0ee493fe7bb618a0ae642840558f62a0_repeat1,0ee493fe7bb618a0ae642840558f62a0,RTX 3060,1756298,4,3512596,4,256,34455.6,12740,360.0,170,2.7571397174254315e-07
rtx3060_01f0f1cf81ef9193f2946db78ea759ee_repeat1,01f0f1cf81ef9193f2946db78ea759ee,RTX 3060,5969674,4,11939348,4,256,49042.8,12740,360.0,170,9.371544740973312e-07
rtx3060_19092e5d6cd57f13de1b98f46e22aa22_repeat1,19092e5d6cd57f13de1b98f46e22aa22,RTX 3060,3667594,4,7335188,4,256,53974.8,12740,360.0,170,5.757604395604396e-07
rtx3060_1965d5ec723711e8cb36cbb979d90b3f_repeat1,1965d5ec723711e8cb36cbb979d90b3f,RTX 3060,2277770,4,4555540,4,256,40838.4,12740,360.0,170,3.575777080062794e-07
rtx3060_79ac0ca945869f05b1fc34f4110f67d3_repeat1,79ac0ca945869f05b1fc34f4110f67d3,RTX 3060,967178,4,1934356,4,256,22849.2,12740,360.0,170,1.5183328100470958e-07
rtx3060_2a52c4ead5953583354572b64675c153_repeat1,2a52c4ead5953583354572b64675c153,RTX 3060,2277770,4,4555540,4,256,41122.8,12740,360.0,170,3.575777080062794e-07
rtx3060_2aacadf61dfc59833d015cbbe2a755fd_repeat1,2aacadf61dfc59833d015cbbe2a755fd,RTX 3060,20346506,4,40693012,4,256,92970.0,12740,360.0,170,3.194113971742543e-06
rtx3060_b49ac8c578b4561d79ac7087988f1c61_repeat1,b49ac8c578b4561d79ac7087988f1c61,RTX 3060,10177674,3,20355348,4,256,43524.0,12740,360.0,170,1.5977510204081633e-06
rtx3060_6bb3a5f158c57162b2a9671a1402725f_repeat1,6bb3a5f158c57162b2a9671a1402725f,RTX 3060,1920138,4,3840276,4,256,26244.0,12740,360.0,170,3.0143453689167975e-07
rtx3060_3835552b2806f980e414bef37786ea06_repeat1,3835552b2806f980e414bef37786ea06,RTX 3060,10177674,4,20355348,4,256,51004.8,12740,360.0,170,1.5977510204081633e-06
rtx3060_38e55ad9ee9194f5392fcccb3e54a4c3_repeat1,38e55ad9ee9194f5392fcccb3e54a4c3,RTX 3060,6406538,4,12813076,4,256,59453.99999999999,12740,360.0,170,1.0057359497645212e-06
rtx3060_bb9ca5417916d86ba45d875da68c7445_repeat1,bb9ca5417916d86ba45d875da68c7445,RTX 3060,4705162,4,9410324,4,256,62420.4,12740,360.0,170,7.38643956043956e-07
rtx3060_bb60c46f5b7c352b7900043c5ef7e0a7_repeat1,bb60c46f5b7c352b7900043c5ef7e0a7,RTX 3060,2793866,4,5587732,4,256,45151.2,12740,360.0,170,4.3859748822605966e-07
rtx3060_229ad37fca0db5be24bfcce9cb434885_repeat1,229ad37fca0db5be24bfcce9cb434885,RTX 3060,12088970,4,24177940,4,256,71143.2,12740,360.0,170,1.8977974882260596e-06
rtx3060_e5a8038201ff317594fa62c45ecd2d05_repeat1,e5a8038201ff317594fa62c45ecd2d05,RTX 3060,12088970,4,24177940,4,256,70189.2,12740,360.0,170,1.8977974882260596e-06
rtx3060_e5e6fc9315ad8a73344f723dbede3ecd_repeat1,e5e6fc9315ad8a73344f723dbede3ecd,RTX 3060,1580170,4,3160340,4,256,31874.4,12740,360.0,170,2.4806436420722133e-07
rtx3060_62c7f446ef395b39de7b04f52d47a73f_repeat1,62c7f446ef395b39de7b04f52d47a73f,RTX 3060,3468426,4,6936852,4,256,36118.8,12740,360.0,170,5.444938775510204e-07
rtx3060_043721b9c7fe8c5fad811d47d83132ec_repeat1,043721b9c7fe8c5fad811d47d83132ec,RTX 3060,882570,2,1765140,4,256,11458.8,12740,360.0,170,1.3855102040816326e-07
rtx3060_8d3ffe0d1458f92482106e2c9fb13c94_repeat1,8d3ffe0d1458f92482106e2c9fb13c94,RTX 3060,3207690,4,6415380,4,256,36309.6,12740,360.0,170,5.035620094191523e-07
rtx3060_2bd05a35a814d8771bc0a0593bfd1800_repeat1,2bd05a35a814d8771bc0a0593bfd1800,RTX 3060,2017034,4,4034068,4,256,37659.6,12740,360.0,170,3.166458398744113e-07
rtx3060_40a32abfcdc45196e1847e9bc3da7e3e_repeat1,40a32abfcdc45196e1847e9bc3da7e3e,RTX 3060,4342154,4,8684308,4,256,51026.4,12740,360.0,170,6.816568288854003e-07
rtx3060_e4c6dbcf55cae25268c414a0bdc621ec_repeat1,e4c6dbcf55cae25268c414a0bdc621ec,RTX 3060,882570,4,1765140,4,256,21762.0,12740,360.0,170,1.3855102040816326e-07
rtx3060_8cb3a764fd692371153c2c8503f840e0_repeat1,8cb3a764fd692371153c2c8503f840e0,RTX 3060,11051402,4,22102804,4,256,59515.2,12740,360.0,170,1.7349139717425432e-06
rtx3060_6ed519887232b15a95c625ad0b2c1bb1_repeat1,6ed519887232b15a95c625ad0b2c1bb1,RTX 3060,5532810,4,11065620,4,256,46425.6,12740,360.0,170,8.685729984301412e-07
rtx3060_7dadb571f060337fb22f22029a04228a_repeat1,7dadb571f060337fb22f22029a04228a,RTX 3060,1404042,4,2808084,4,256,26960.4,12740,360.0,170,2.2041475667189954e-07
rtx3060_a2bf72fb2862b50b2c94c32c968265ab_repeat1,a2bf72fb2862b50b2c94c32c968265ab,RTX 3060,2630026,4,5260052,4,256,46468.8,12740,360.0,170,4.1287692307692307e-07
rtx3060_53cee42601ad14d661bb6878031d6acb_repeat1,53cee42601ad14d661bb6878031d6acb,RTX 3060,882570,3,1765140,4,256,18331.2,12740,360.0,170,1.3855102040816326e-07
rtx3060_c6705a91351a406fb50dd5d79bb718f3_repeat1,c6705a91351a406fb50dd5d79bb718f3,RTX 3060,4342154,4,8684308,4,256,51372.0,12740,360.0,170,6.816568288854003e-07
rtx3060_683d2f0f319573826904fad060a1895a_repeat1,683d2f0f319573826904fad060a1895a,RTX 3060,11051402,4,22102804,4,256,60494.4,12740,360.0,170,1.7349139717425432e-06
rtx3060_33d2a114f6385661657c44b49cc83815_repeat1,33d2a114f6385661657c44b49cc83815,RTX 3060,4081418,4,8162836,4,256,45781.2,12740,360.0,170,6.407249607535321e-07
rtx3060_278a65c91e279624407615a84f3282c4_repeat1,278a65c91e279624407615a84f3282c4,RTX 3060,2957706,4,5915412,4,256,32749.2,12740,360.0,170,4.6431805337519626e-07
rtx3060_66ea4e36f994d4bf11102cbef10a3cb1_repeat1,66ea4e36f994d4bf11102cbef10a3cb1,RTX 3060,12088970,4,24177940,4,256,70041.6,12740,360.0,170,1.8977974882260596e-06
rtx3060_1af995a92568cf42af2c2668f72834ea_repeat1,1af995a92568cf42af2c2668f72834ea,RTX 3060,3468426,4,6936852,4,256,36741.6,12740,360.0,170,5.444938775510204e-07
rtx3060_1a23d766bc88a66c08a77daa62511899_repeat1,1a23d766bc88a66c08a77daa62511899,RTX 3060,11925130,4,23850260,4,256,75852.0,12740,360.0,170,1.8720769230769232e-06
rtx3060_a6a4c66cdd64789c73aae44ce88ee90d_repeat1,a6a4c66cdd64789c73aae44ce88ee90d,RTX 3060,2793866,4,5587732,4,256,44776.8,12740,360.0,170,4.3859748822605966e-07
rtx3060_675777ecb1daff61b6917d833406cb82_repeat1,675777ecb1daff61b6917d833406cb82,RTX 3060,4342154,4,8684308,4,256,48358.8,12740,360.0,170,6.816568288854003e-07
rtx3060_67848998fa467b5229586bebd43ff6bc_repeat1,67848998fa467b5229586bebd43ff6bc,RTX 3060,3905290,4,7810580,4,256,39448.8,12740,360.0,170,6.130753532182104e-07
rtx3060_001a6fcc8b38cbc515be788a86bdc804_repeat1,001a6fcc8b38cbc515be788a86bdc804,RTX 3060,1756298,4,3512596,4,256,33901.2,12740,360.0,170,2.7571397174254315e-07
rtx3060_842dff1b9c5aca2c13ffaa2db0b1eb29_repeat1,842dff1b9c5aca2c13ffaa2db0b1eb29,RTX 3060,3644554,4,7289108,4,256,39758.4,12740,360.0,170,5.721434850863423e-07
rtx3060_852f21047c2aa03cb1fde04587083228_repeat1,852f21047c2aa03cb1fde04587083228,RTX 3060,19472778,4,38945556,4,256,76669.2,12740,360.0,170,3.056951020408163e-06
rtx3060_85718dce1eb4b3faf5afb197457e35ee_repeat1,85718dce1eb4b3faf5afb197457e35ee,RTX 3060,1756298,4,3512596,4,256,36381.6,12740,360.0,170,2.7571397174254315e-07
rtx3060_08677281806ea9c8ea2451ce3093e9c3_repeat1,08677281806ea9c8ea2451ce3093e9c3,RTX 3060,882570,4,1765140,4,256,20836.8,12740,360.0,170,1.3855102040816326e-07
rtx3060_7c65f6bd01b87407734781b6038050bc_repeat1,7c65f6bd01b87407734781b6038050bc,RTX 3060,3207690,4,6415380,4,256,32817.600000000006,12740,360.0,170,5.035620094191523e-07
rtx3060_3db7e20184e417b4eb1718c5846356a6_repeat1,3db7e20184e417b4eb1718c5846356a6,RTX 3060,1143306,4,2286612,4,256,24602.4,12740,360.0,170,1.794828885400314e-07
rtx3090_5529e1779433733d1145e20de5d8604e_repeat1,5529e1779433733d1145e20de5d8604e,RTX 3090,3468426,4,6936852,4,256,43279.2,35580,936.0,350,1.9496492411467118e-07
rtx3090_3af5d23d803ef448b8539054d8c14213_repeat1,3af5d23d803ef448b8539054d8c14213,RTX 3090,1756298,4,3512596,4,256,37101.6,35580,936.0,350,9.87238898257448e-08
rtx3090_d0a5ff67e269a1ac4f305c618a88ac85_repeat1,d0a5ff67e269a1ac4f305c618a88ac85,RTX 3090,11215242,4,22430484,4,256,61221.6,35580,936.0,350,6.304239460370995e-07
rtx3090_97d0e4e2c6056628b5ccdaf94c0c77c6_repeat1,97d0e4e2c6056628b5ccdaf94c0c77c6,RTX 3090,3667594,4,7335188,4,256,60220.8,35580,936.0,350,2.0616042720629567e-07
rtx3090_702ddef6b5b7f659ef1ed38652d91115_repeat1,702ddef6b5b7f659ef1ed38652d91115,RTX 3090,2793866,4,5587732,4,256,49849.2,35580,936.0,350,1.5704699269252388e-07
rtx3090_70cec3d45475d0428b47a6143a0c9370_repeat1,70cec3d45475d0428b47a6143a0c9370,RTX 3090,11051402,4,22102804,4,256,69616.8,35580,936.0,350,6.212142776840922e-07
rtx3090_232b900e952d86a83b0ff85c0a22cca0_repeat1,232b900e952d86a83b0ff85c0a22cca0,RTX 3090,12088970,4,24177940,4,256,198900.0,35580,936.0,350,6.795373805508712e-07
rtx3090_b5fb4f6193360330b6ff6a52cbf0cad7_repeat1,b5fb4f6193360330b6ff6a52cbf0cad7,RTX 3090,20346506,4,40693012,4,256,88952.4,35580,936.0,350,1.1437046655424395e-06
rtx3090_96794a104891b22bf4f2abbdd7c3e90f_repeat1,96794a104891b22bf4f2abbdd7c3e90f,RTX 3090,11215242,4,22430484,4,256,59839.2,35580,936.0,350,6.304239460370995e-07
rtx3090_52e567b5b32ee5cbf4a2da75ee75f63f_repeat1,52e567b5b32ee5cbf4a2da75ee75f63f,RTX 3090,11925130,4,23850260,4,256,71791.20000000001,35580,936.0,350,6.703277121978639e-07
rtx3090_a83c59315fe1e948e38ba49e6e54b790_repeat1,a83c59315fe1e948e38ba49e6e54b790,RTX 3090,3905290,4,7810580,4,256,43848.0,35580,936.0,350,2.1952164137155706e-07
rtx3090_e773a7a186b03b0957d57fed0f4d014a_repeat1,e773a7a186b03b0957d57fed0f4d014a,RTX 3090,445706,4,891412,4,256,18014.4,35580,936.0,350,2.5053738055087128e-08
rtx3090_e7f31293566724324d3ccc875f097f01_repeat1,e7f31293566724324d3ccc875f097f01,RTX 3090,2770826,4,5541652,4,256,28317.6,35580,936.0,350,1.5575188308038224e-07
rtx3090_243037e12607b17d7f6704fcee4054af_repeat1,243037e12607b17d7f6704fcee4054af,RTX 3090,1319434,4,2638868,4,256,57902.4,35580,936.0,350,7.41671725688589e-08
rtx3090_81653de2d99676fa3d377640124a73ab_repeat1,81653de2d99676fa3d377640124a73ab,RTX 3090,1580170,4,3160340,4,256,34092.0,35580,936.0,350,8.882349634626195e-08
rtx3090_81f5a40841c2dfc0dcad2cf76c88e80e_repeat1,81f5a40841c2dfc0dcad2cf76c88e80e,RTX 3090,706442,4,1412884,4,256,20304.0,35580,936.0,350,3.9710061832490165e-08
rtx3090_5732fc789e02a84809d88f93fcc70f8e_repeat1,5732fc789e02a84809d88f93fcc70f8e,RTX 3090,5095946,4,10191892,4,256,38728.8,35580,936.0,350,2.8645002810567734e-07
rtx3090_ea9270f536a1f1094f446246dad4fe89_repeat1,ea9270f536a1f1094f446246dad4fe89,RTX 3090,21220234,4,42440468,4,256,99313.2,35580,936.0,350,1.1928181000562113e-06
rtx3090_76e95ff773019375ce55737d623dea78_repeat1,76e95ff773019375ce55737d623dea78,RTX 3090,2793866,4,5587732,4,256,50374.8,35580,936.0,350,1.5704699269252388e-07
rtx3090_168e95938db8e7c52112e58c0f292079_repeat1,168e95938db8e7c52112e58c0f292079,RTX 3090,1404042,4,2808084,4,256,58532.4,35580,936.0,350,7.89231028667791e-08
rtx3090_d723fafcc2ca745c82f157d07850d40a_repeat1,d723fafcc2ca745c82f157d07850d40a,RTX 3090,11051402,4,22102804,4,256,68544.0,35580,936.0,350,6.212142776840922e-07
rtx3090_5cdd2affca58e6cedfae506e021f21ca_repeat1,5cdd2affca58e6cedfae506e021f21ca,RTX 3090,2017034,4,4034068,4,256,41378.4,35580,936.0,350,1.1338021360314784e-07
rtx3090_2f46c9d2f1cff176f34a2295c49822bc_repeat1,2f46c9d2f1cff176f34a2295c49822bc,RTX 3090,3031562,4,6063124,4,256,36093.6,35580,936.0,350,1.7040820685778527e-07
rtx3090_d32d0b26d534203b48d866facd98cc3e_repeat1,d32d0b26d534203b48d866facd98cc3e,RTX 3090,11051402,3,22102804,4,256,67107.6,35580,936.0,350,6.212142776840922e-07
rtx3090_6adf09ef60d9568b0c5ce41d788a41bc_repeat1,6adf09ef60d9568b0c5ce41d788a41bc,RTX 3090,1920138,4,3840276,4,256,30574.800000000003,35580,936.0,350,1.079335581787521e-07
rtx3090_3c325aea3e66b614c829c5169d038b80_repeat1,3c325aea3e66b614c829c5169d038b80,RTX 3090,1840906,4,3681812,4,256,45115.2,35580,936.0,350,1.0347982012366498e-07
rtx3090_31d1039b23e8e5454fcc96406b9c94e5_repeat1,31d1039b23e8e5454fcc96406b9c94e5,RTX 3090,1143306,4,2286612,4,256,35089.200000000004,35580,936.0,350,6.426677908937605e-08
rtx3090_5498ba534c256c9d086596e2b51cf170_repeat1,5498ba534c256c9d086596e2b51cf170,RTX 3090,3207690,4,6415380,4,256,35776.8,35580,936.0,350,1.8030860033726812e-07
rtx3090_0922ee996ecffb2c0c5f16d1261f6dfa_repeat1,0922ee996ecffb2c0c5f16d1261f6dfa,RTX 3090,3644554,4,7289108,4,256,73594.8,35580,936.0,350,2.0486531759415403e-07
rtx3090_09fc2d10bdd6225e167a6f81a22a3f06_repeat1,09fc2d10bdd6225e167a6f81a22a3f06,RTX 3090,2793866,3,5587732,4,256,91368.0,35580,936.0,350,1.5704699269252388e-07
rtx3090_c2fdfa8fd144d4edce2b19d72179ced8_repeat1,c2fdfa8fd144d4edce2b19d72179ced8,RTX 3090,4081418,4,8162836,4,256,49712.4,35580,936.0,350,2.294220348510399e-07
rtx3090_e09c915a4a4798c2bb9bc2d2222887de_repeat1,e09c915a4a4798c2bb9bc2d2222887de,RTX 3090,882570,4,1765140,4,256,27133.2,35580,936.0,350,4.9610455311973016e-08
rtx3090_3407944b22d4b1d0cccbd8e070424ce4_repeat1,3407944b22d4b1d0cccbd8e070424ce4,RTX 3090,3031562,4,6063124,4,256,36079.2,35580,936.0,350,1.7040820685778527e-07
rtx3090_9205f3085fe97cb7a47783c3bbc01eab_repeat1,9205f3085fe97cb7a47783c3bbc01eab,RTX 3090,5532810,4,11065620,4,256,42055.2,35580,936.0,350,3.110067453625632e-07
rtx3090_28a58bc7944a6cfc6749c9f786a81c9b_repeat1,28a58bc7944a6cfc6749c9f786a81c9b,RTX 3090,2017034,4,4034068,4,256,75812.40000000001,35580,936.0,350,1.1338021360314784e-07
rtx3090_c122367432b22688bc63c2f329bf5286_repeat1,c122367432b22688bc63c2f329bf5286,RTX 3090,706442,4,1412884,4,256,20228.4,35580,936.0,350,3.9710061832490165e-08
rtx3090_fca3d3671f135e0347cd3688f3f34cad_repeat1,fca3d3671f135e0347cd3688f3f34cad,RTX 3090,10177674,4,20355348,4,256,44355.6,35580,936.0,350,5.721008431703204e-07
rtx3090_fcc1e77f36eb12f3fbecee43a084cd65_repeat1,fcc1e77f36eb12f3fbecee43a084cd65,RTX 3090,4081418,4,8162836,4,256,53226.0,35580,936.0,350,2.294220348510399e-07
rtx3090_d1269d9156ddc027c40473008192958a_repeat1,d1269d9156ddc027c40473008192958a,RTX 3090,1920138,3,3840276,4,256,27280.8,35580,936.0,350,1.079335581787521e-07
rtx3090_6f6257bc3b12d87b8736e81cd4b7ed8b_repeat1,6f6257bc3b12d87b8736e81cd4b7ed8b,RTX 3090,1756298,3,3512596,4,256,28713.6,35580,936.0,350,9.87238898257448e-08
rtx3090_6f26dc0c4fe9591225e8d3d24ed4f8a6_repeat1,6f26dc0c4fe9591225e8d3d24ed4f8a6,RTX 3090,2770826,4,5541652,4,256,27928.8,35580,936.0,350,1.5575188308038224e-07
rtx3090_471546730eff6ba24d163061e4029d13_repeat1,471546730eff6ba24d163061e4029d13,RTX 3090,3831434,4,7662868,4,256,56383.2,35580,936.0,350,2.1537009555930298e-07
rtx3090_47fb5adadfc9f8a75e3de789f7591943_repeat1,47fb5adadfc9f8a75e3de789f7591943,RTX 3090,3831434,4,7662868,4,256,52574.4,35580,936.0,350,2.1537009555930298e-07
rtx3090_03d84046b0ce567b2b59e85903aa2f5f_repeat1,03d84046b0ce567b2b59e85903aa2f5f,RTX 3090,6406538,4,12813076,4,256,118836.0,35580,936.0,350,3.6012017987633503e-07
rtx3090_ac9bd0e2514c031187b612db767fb038_repeat1,ac9bd0e2514c031187b612db767fb038,RTX 3090,1143306,4,2286612,4,256,33037.2,35580,936.0,350,6.426677908937605e-08
rtx3090_0ee493fe7bb618a0ae642840558f62a0_repeat1,0ee493fe7bb618a0ae642840558f62a0,RTX 3090,1756298,4,3512596,4,256,79441.2,35580,936.0,350,9.87238898257448e-08
rtx3090_01f0f1cf81ef9193f2946db78ea759ee_repeat1,01f0f1cf81ef9193f2946db78ea759ee,RTX 3090,5969674,4,11939348,4,256,98802.0,35580,936.0,350,3.3556346261944915e-07
rtx3090_19092e5d6cd57f13de1b98f46e22aa22_repeat1,19092e5d6cd57f13de1b98f46e22aa22,RTX 3090,3667594,4,7335188,4,256,103734.0,35580,936.0,350,2.0616042720629567e-07
rtx3090_1965d5ec723711e8cb36cbb979d90b3f_repeat1,1965d5ec723711e8cb36cbb979d90b3f,RTX 3090,2277770,4,4555540,4,256,75369.6,35580,936.0,350,1.2803653738055087e-07
rtx3090_79ac0ca945869f05b1fc34f4110f67d3_repeat1,79ac0ca945869f05b1fc34f4110f67d3,RTX 3090,967178,4,1934356,4,256,29934.0,35580,936.0,350,5.43663856098932e-08
rtx3090_256affa4b0191e323796f138db7b1164_repeat1,256affa4b0191e323796f138db7b1164,RTX 3090,12962698,4,25925396,4,256,618328.7999999999,35580,936.0,350,7.28650815064643e-07
rtx3090_2a52c4ead5953583354572b64675c153_repeat1,2a52c4ead5953583354572b64675c153,RTX 3090,2277770,4,4555540,4,256,102247.2,35580,936.0,350,1.2803653738055087e-07
rtx3090_2aacadf61dfc59833d015cbbe2a755fd_repeat1,2aacadf61dfc59833d015cbbe2a755fd,RTX 3090,20346506,4,40693012,4,256,145591.19999999998,35580,936.0,350,1.1437046655424395e-06
rtx3090_b49ac8c578b4561d79ac7087988f1c61_repeat1,b49ac8c578b4561d79ac7087988f1c61,RTX 3090,10177674,3,20355348,4,256,44110.8,35580,936.0,350,5.721008431703204e-07
rtx3090_6bb3a5f158c57162b2a9671a1402725f_repeat1,6bb3a5f158c57162b2a9671a1402725f,RTX 3090,1920138,4,3840276,4,256,30553.2,35580,936.0,350,1.079335581787521e-07
rtx3090_3835552b2806f980e414bef37786ea06_repeat1,3835552b2806f980e414bef37786ea06,RTX 3090,10177674,4,20355348,4,256,48481.2,35580,936.0,350,5.721008431703204e-07
rtx3090_38e55ad9ee9194f5392fcccb3e54a4c3_repeat1,38e55ad9ee9194f5392fcccb3e54a4c3,RTX 3090,6406538,4,12813076,4,256,66661.2,35580,936.0,350,3.6012017987633503e-07
rtx3090_bb9ca5417916d86ba45d875da68c7445_repeat1,bb9ca5417916d86ba45d875da68c7445,RTX 3090,4705162,4,9410324,4,256,71539.2,35580,936.0,350,2.6448353007307474e-07
rtx3090_bb60c46f5b7c352b7900043c5ef7e0a7_repeat1,bb60c46f5b7c352b7900043c5ef7e0a7,RTX 3090,2793866,4,5587732,4,256,49726.8,35580,936.0,350,1.5704699269252388e-07
rtx3090_229ad37fca0db5be24bfcce9cb434885_repeat1,229ad37fca0db5be24bfcce9cb434885,RTX 3090,12088970,4,24177940,4,256,133207.2,35580,936.0,350,6.795373805508712e-07
rtx3090_e5a8038201ff317594fa62c45ecd2d05_repeat1,e5a8038201ff317594fa62c45ecd2d05,RTX 3090,12088970,4,24177940,4,256,70480.8,35580,936.0,350,6.795373805508712e-07
rtx3090_e5e6fc9315ad8a73344f723dbede3ecd_repeat1,e5e6fc9315ad8a73344f723dbede3ecd,RTX 3090,1580170,4,3160340,4,256,35247.6,35580,936.0,350,8.882349634626195e-08
rtx3090_62c7f446ef395b39de7b04f52d47a73f_repeat1,62c7f446ef395b39de7b04f52d47a73f,RTX 3090,3468426,4,6936852,4,256,42962.4,35580,936.0,350,1.9496492411467118e-07
rtx3090_043721b9c7fe8c5fad811d47d83132ec_repeat1,043721b9c7fe8c5fad811d47d83132ec,RTX 3090,882570,2,1765140,4,256,33080.399999999994,35580,936.0,350,4.9610455311973016e-08
rtx3090_8d3ffe0d1458f92482106e2c9fb13c94_repeat1,8d3ffe0d1458f92482106e2c9fb13c94,RTX 3090,3207690,4,6415380,4,256,35226.0,35580,936.0,350,1.8030860033726812e-07
rtx3090_2bd05a35a814d8771bc0a0593bfd1800_repeat1,2bd05a35a814d8771bc0a0593bfd1800,RTX 3090,2017034,4,4034068,4,256,50655.6,35580,936.0,350,1.1338021360314784e-07
rtx3090_40a32abfcdc45196e1847e9bc3da7e3e_repeat1,40a32abfcdc45196e1847e9bc3da7e3e,RTX 3090,4342154,4,8684308,4,256,56412.0,35580,936.0,350,2.4407835862844294e-07
rtx3090_e4c6dbcf55cae25268c414a0bdc621ec_repeat1,e4c6dbcf55cae25268c414a0bdc621ec,RTX 3090,882570,4,1765140,4,256,23223.6,35580,936.0,350,4.9610455311973016e-08
rtx3090_8cb3a764fd692371153c2c8503f840e0_repeat1,8cb3a764fd692371153c2c8503f840e0,RTX 3090,11051402,4,22102804,4,256,69134.4,35580,936.0,350,6.212142776840922e-07
rtx3090_6ed519887232b15a95c625ad0b2c1bb1_repeat1,6ed519887232b15a95c625ad0b2c1bb1,RTX 3090,5532810,4,11065620,4,256,43452.0,35580,936.0,350,3.110067453625632e-07
rtx3090_7dadb571f060337fb22f22029a04228a_repeat1,7dadb571f060337fb22f22029a04228a,RTX 3090,1404042,4,2808084,4,256,36226.8,35580,936.0,350,7.89231028667791e-08
rtx3090_a2193374d95ee8c3705d8c70065389e6_repeat1,a2193374d95ee8c3705d8c70065389e6,RTX 3090,12962698,4,25925396,4,256,77436.0,35580,936.0,350,7.28650815064643e-07
rtx3090_a2bf72fb2862b50b2c94c32c968265ab_repeat1,a2bf72fb2862b50b2c94c32c968265ab,RTX 3090,2630026,4,5260052,4,256,49510.8,35580,936.0,350,1.4783732433951657e-07
rtx3090_53cee42601ad14d661bb6878031d6acb_repeat1,53cee42601ad14d661bb6878031d6acb,RTX 3090,882570,3,1765140,4,256,19209.6,35580,936.0,350,4.9610455311973016e-08
rtx3090_c6705a91351a406fb50dd5d79bb718f3_repeat1,c6705a91351a406fb50dd5d79bb718f3,RTX 3090,4342154,4,8684308,4,256,55825.2,35580,936.0,350,2.4407835862844294e-07
rtx3090_683d2f0f319573826904fad060a1895a_repeat1,683d2f0f319573826904fad060a1895a,RTX 3090,11051402,4,22102804,4,256,67287.59999999999,35580,936.0,350,6.212142776840922e-07
rtx3090_33d2a114f6385661657c44b49cc83815_repeat1,33d2a114f6385661657c44b49cc83815,RTX 3090,4081418,4,8162836,4,256,50302.8,35580,936.0,350,2.294220348510399e-07
rtx3090_278a65c91e279624407615a84f3282c4_repeat1,278a65c91e279624407615a84f3282c4,RTX 3090,2957706,4,5915412,4,256,77360.40000000001,35580,936.0,350,1.662566610455312e-07
rtx3090_66ea4e36f994d4bf11102cbef10a3cb1_repeat1,66ea4e36f994d4bf11102cbef10a3cb1,RTX 3090,12088970,4,24177940,4,256,69811.2,35580,936.0,350,6.795373805508712e-07
rtx3090_1af995a92568cf42af2c2668f72834ea_repeat1,1af995a92568cf42af2c2668f72834ea,RTX 3090,3468426,4,6936852,4,256,74044.8,35580,936.0,350,1.9496492411467118e-07
rtx3090_1a23d766bc88a66c08a77daa62511899_repeat1,1a23d766bc88a66c08a77daa62511899,RTX 3090,11925130,4,23850260,4,256,141847.2,35580,936.0,350,6.703277121978639e-07
rtx3090_a6a4c66cdd64789c73aae44ce88ee90d_repeat1,a6a4c66cdd64789c73aae44ce88ee90d,RTX 3090,2793866,4,5587732,4,256,47372.4,35580,936.0,350,1.5704699269252388e-07
rtx3090_675777ecb1daff61b6917d833406cb82_repeat1,675777ecb1daff61b6917d833406cb82,RTX 3090,4342154,4,8684308,4,256,56001.6,35580,936.0,350,2.4407835862844294e-07
rtx3090_67848998fa467b5229586bebd43ff6bc_repeat1,67848998fa467b5229586bebd43ff6bc,RTX 3090,3905290,4,7810580,4,256,43171.2,35580,936.0,350,2.1952164137155706e-07
rtx3090_001a6fcc8b38cbc515be788a86bdc804_repeat1,001a6fcc8b38cbc515be788a86bdc804,RTX 3090,1756298,4,3512596,4,256,71888.40000000001,35580,936.0,350,9.87238898257448e-08
rtx3090_842dff1b9c5aca2c13ffaa2db0b1eb29_repeat1,842dff1b9c5aca2c13ffaa2db0b1eb29,RTX 3090,3644554,4,7289108,4,256,42552.0,35580,936.0,350,2.0486531759415403e-07
rtx3090_852f21047c2aa03cb1fde04587083228_repeat1,852f21047c2aa03cb1fde04587083228,RTX 3090,19472778,4,38945556,4,256,76183.2,35580,936.0,350,1.0945912310286678e-06
rtx3090_85718dce1eb4b3faf5afb197457e35ee_repeat1,85718dce1eb4b3faf5afb197457e35ee,RTX 3090,1756298,4,3512596,4,256,40939.2,35580,936.0,350,9.87238898257448e-08
