run_id,architecture_hash,params,depth,epochs,batch_size,target,family,source_dataset,n_edges,n_conv3x3,n_conv1x1,n_maxpool,duration,target_corrected,power,group_key
5V9E_2143ae45a009dcab2504566c174e2d43_repeat_1,2143ae45a009dcab2504566c174e2d43,1840906,5,4,256,79549.2,CNN,EC-NAS,8,0,2,1,179.76441287994385,99436.5,442.5191767690257,2143ae45a009dcab2504566c174e2d43
5V9E_215d8d7188d933a99c55019593022df7_repeat_1,215d8d7188d933a99c55019593022df7,4166026,5,4,256,87688.8,CNN,EC-NAS,6,1,2,0,198.04506587982178,109611.0,442.7719499621947,215d8d7188d933a99c55019593022df7
5V9E_21649c70fe7f4fc19908c1467881aff6_repeat_1,21649c70fe7f4fc19908c1467881aff6,1404042,5,4,256,67402.8,CNN,EC-NAS,7,0,2,1,149.408588886261,84253.5,451.1306913641435,21649c70fe7f4fc19908c1467881aff6
5V9E_217a2426a23dad95af9e250645ac5665_repeat_1,217a2426a23dad95af9e250645ac5665,5793546,5,4,256,89499.6,CNN,EC-NAS,5,2,1,0,194.54602527618408,111874.5,460.0433232852913,217a2426a23dad95af9e250645ac5665
5V9E_2182ae8e1380e21a63703cfe1911c180_repeat_1,2182ae8e1380e21a63703cfe1911c180,5039754,5,4,256,119822.40000000001,CNN,EC-NAS,8,1,2,0,268.3656334877014,149778.0,446.48936021642726,2182ae8e1380e21a63703cfe1911c180
5V9E_21a30823fa5bc31b7c27b552e20b553b_repeat_1,21a30823fa5bc31b7c27b552e20b553b,4081418,5,4,256,79578.0,CNN,EC-NAS,7,1,0,2,179.67948579788208,99472.5,442.88862274191797,21a30823fa5bc31b7c27b552e20b553b
5V9E_21c83e07c00b029c3e0260891d878d2d_repeat_1,21c83e07c00b029c3e0260891d878d2d,6667274,5,4,256,103582.8,CNN,EC-NAS,8,2,1,0,245.31407976150513,129478.5,422.24563751376775,21c83e07c00b029c3e0260891d878d2d
5V9E_21eddbe6f36b76d8d9f258fa782a613b_repeat_1,21eddbe6f36b76d8d9f258fa782a613b,1734184,5,4,256,67132.8,CNN,EC-NAS,7,1,1,1,147.50606417655945,83916.0,455.11891578670594,21eddbe6f36b76d8d9f258fa782a613b
5V9E_21f0dcf3abe64b0d10da5be780671c47_repeat_1,21f0dcf3abe64b0d10da5be780671c47,3031562,5,4,256,57391.200000000004,CNN,EC-NAS,6,1,1,1,125.91631317138672,71739.0,455.7884403896413,21f0dcf3abe64b0d10da5be780671c47
5V9E_22114b13deff7ef668f0717b36acd295_repeat_1,22114b13deff7ef668f0717b36acd295,1580170,5,4,256,71125.2,CNN,EC-NAS,8,0,1,2,156.58982348442078,88906.5,454.21342471259817,22114b13deff7ef668f0717b36acd295
5V9E_222d2260e4a65f5eca0cb54709cda48a_repeat_1,222d2260e4a65f5eca0cb54709cda48a,1918869,5,4,256,64296.0,CNN,EC-NAS,7,1,0,2,152.17296051979065,80370.0,422.5192161628351,222d2260e4a65f5eca0cb54709cda48a
5V9E_227624a4f5be78a6345902699be3e56d_repeat_1,227624a4f5be78a6345902699be3e56d,14873994,5,4,256,190814.40000000002,CNN,EC-NAS,7,1,2,0,382.31755018234253,238518.00000000003,499.0992433096336,227624a4f5be78a6345902699be3e56d
5V9E_2297b4dc473b59f510252bc6f730e693_repeat_1,2297b4dc473b59f510252bc6f730e693,12088970,5,4,256,122587.2,CNN,EC-NAS,6,1,1,1,251.1099236011505,153234.0,488.1814236649242,2297b4dc473b59f510252bc6f730e693
5V9E_229ad37fca0db5be24bfcce9cb434885_repeat_1,229ad37fca0db5be24bfcce9cb434885,12088970,4,4,256,105372.0,CNN,EC-NAS,4,1,1,0,231.61261868476868,131715.0,454.949305432336,229ad37fca0db5be24bfcce9cb434885
5V9E_22a40ef05dc71d80695564b275815ce6_repeat_1,22a40ef05dc71d80695564b275815ce6,2105744,5,4,256,92289.59999999999,CNN,EC-NAS,9,0,3,0,235.61902928352356,115361.99999999999,391.68992538776087,22a40ef05dc71d80695564b275815ce6
5V9E_22a6c38d4000f4d585d7f384e333e458_repeat_1,22a6c38d4000f4d585d7f384e333e458,2606236,5,4,256,83786.4,CNN,EC-NAS,9,1,1,1,199.23775839805603,104733.0,420.5347453899958,22a6c38d4000f4d585d7f384e333e458
5V9E_2325c801fef3e7adabfe71690e1d9d1e_repeat_1,2325c801fef3e7adabfe71690e1d9d1e,12962698,5,4,256,152946.0,CNN,EC-NAS,6,1,1,1,291.9060764312744,191182.5,523.9562049199384,2325c801fef3e7adabfe71690e1d9d1e
5V9E_232b900e952d86a83b0ff85c0a22cca0_repeat_1,232b900e952d86a83b0ff85c0a22cca0,12088970,4,4,256,117133.20000000001,CNN,EC-NAS,4,1,1,0,238.24845242500305,146416.5,491.6430675950424,232b900e952d86a83b0ff85c0a22cca0
5V9E_2330c7dab9a1a43018355f92e840cc2e_repeat_1,2330c7dab9a1a43018355f92e840cc2e,3292298,5,4,256,64684.8,CNN,EC-NAS,5,1,2,0,149.23976612091064,80856.0,433.4287146201627,2330c7dab9a1a43018355f92e840cc2e
5V9E_234ff3b43fee4f90fa92797c8a92edb9_repeat_1,234ff3b43fee4f90fa92797c8a92edb9,4779018,5,4,256,110167.2,CNN,EC-NAS,8,1,1,1,242.68361282348633,137709.0,453.95401328613434,234ff3b43fee4f90fa92797c8a92edb9
5V9E_2362fab4498ca6f51d011c758450d51e_repeat_1,2362fab4498ca6f51d011c758450d51e,20346506,5,4,256,141087.59999999998,CNN,EC-NAS,5,2,0,1,286.04545521736145,176359.49999999997,493.23489475751234,2362fab4498ca6f51d011c758450d51e
5V9E_238b7fbf67709c94cd6abefc11de1a61_repeat_1,238b7fbf67709c94cd6abefc11de1a61,4779018,5,4,256,106488.0,CNN,EC-NAS,8,1,1,1,237.37839579582214,133110.0,448.6002175682164,238b7fbf67709c94cd6abefc11de1a61
5V9E_238f2761bdaa1b2e1f20987fb1158eec_repeat_1,238f2761bdaa1b2e1f20987fb1158eec,6406538,5,4,256,91105.2,CNN,EC-NAS,7,2,0,1,219.48279309272766,113881.5,415.09039827787154,238f2761bdaa1b2e1f20987fb1158eec
5V9E_23b73305578792ff61816b825ef9fd01_repeat_1,23b73305578792ff61816b825ef9fd01,5969674,5,4,256,93693.6,CNN,EC-NAS,7,2,0,1,210.36374759674072,117117.0,445.38852853870554,23b73305578792ff61816b825ef9fd01
5V9E_23db733661fa6aa916782670fb5314ec_repeat_1,23db733661fa6aa916782670fb5314ec,1143306,5,4,256,54637.2,CNN,EC-NAS,5,0,1,2,116.79742479324341,68296.5,467.7945605112408,23db733661fa6aa916782670fb5314ec
5V9E_2405dee81137f78e969e6712020d068a_repeat_1,2405dee81137f78e969e6712020d068a,12252810,5,4,256,120103.20000000001,CNN,EC-NAS,5,1,2,0,239.3836579322815,150129.0,501.71845913548384,2405dee81137f78e969e6712020d068a
5V9E_24060609089b2de35ade8a47b9f48f74_repeat_1,24060609089b2de35ade8a47b9f48f74,2155680,5,4,256,84182.4,CNN,EC-NAS,6,1,2,0,197.27935147285461,105228.0,426.71673123166863,24060609089b2de35ade8a47b9f48f74
5V9E_2425882443138b6985b3c3554efdac25_repeat_1,2425882443138b6985b3c3554efdac25,5969674,5,4,256,87591.59999999999,CNN,EC-NAS,6,2,0,1,187.89551830291748,109489.49999999999,466.17184268753226,2425882443138b6985b3c3554efdac25
5V9E_243037e12607b17d7f6704fcee4054af_repeat_1,243037e12607b17d7f6704fcee4054af,1319434,4,4,256,48949.2,CNN,EC-NAS,5,0,0,2,108.37910532951355,61186.5,451.6479431268221,243037e12607b17d7f6704fcee4054af
5V9E_247afa64440117892f5353d4577e11e2_repeat_1,247afa64440117892f5353d4577e11e2,6230410,5,4,256,85737.6,CNN,EC-NAS,7,2,1,0,209.6895411014557,107172.0,408.8787621434916,247afa64440117892f5353d4577e11e2
5V9E_2485968812182b5dfd61941eb114b284_repeat_1,2485968812182b5dfd61941eb114b284,1873556,5,4,256,76114.79999999999,CNN,EC-NAS,8,0,1,2,183.76515436172485,95143.49999999999,414.19604420854995,2485968812182b5dfd61941eb114b284
5V9E_24866d56c326161eb7acbce218c3750a_repeat_1,24866d56c326161eb7acbce218c3750a,1524248,5,4,256,75171.6,CNN,EC-NAS,7,0,3,0,179.38069772720337,93964.5,419.06181073238247,24866d56c326161eb7acbce218c3750a
5V9E_2495a1eb0f517e9d0e57e23f3aba0df3_repeat_1,2495a1eb0f517e9d0e57e23f3aba0df3,1466388,5,4,256,65437.2,CNN,EC-NAS,8,0,0,3,139.11396026611328,81796.5,470.38557363203626,2495a1eb0f517e9d0e57e23f3aba0df3
5V9E_24e118646e9e6b275d55d45dae501ebe_repeat_1,24e118646e9e6b275d55d45dae501ebe,3667594,5,4,256,109864.8,CNN,EC-NAS,7,0,1,2,220.32511019706726,137331.0,498.6485648491572,24e118646e9e6b275d55d45dae501ebe
5V9E_24f205f312857b72c5ca80065ad0c302_repeat_1,24f205f312857b72c5ca80065ad0c302,21220234,5,4,256,171759.6,CNN,EC-NAS,7,2,0,1,340.18772649765015,214699.5,504.89652218886397,24f205f312857b72c5ca80065ad0c302
5V9E_250c9dbefbfac57e7d1d3bfc6d604f43_repeat_1,250c9dbefbfac57e7d1d3bfc6d604f43,21220234,5,4,256,164685.6,CNN,EC-NAS,6,2,0,1,333.8376567363739,205857.0,493.31043600647337,250c9dbefbfac57e7d1d3bfc6d604f43
5V9E_25329402a3c39227d00fb50a37e1627f_repeat_1,25329402a3c39227d00fb50a37e1627f,4081418,5,4,256,94474.8,CNN,EC-NAS,7,1,0,2,183.9736843109131,118093.5,513.5234441483427,25329402a3c39227d00fb50a37e1627f
5V9E_253813d10efe635f740ed211dc2294e2_repeat_1,253813d10efe635f740ed211dc2294e2,1114758,5,4,256,66229.2,CNN,EC-NAS,7,0,2,1,158.3456437587738,82786.5,418.25716469279433,253813d10efe635f740ed211dc2294e2
5V9E_2538d87e68f03d0bcac2f733117d0c65_repeat_1,2538d87e68f03d0bcac2f733117d0c65,12962698,5,4,256,133509.6,CNN,EC-NAS,6,1,1,1,285.3294539451599,166887.0,467.9138383857856,2538d87e68f03d0bcac2f733117d0c65
5V9E_256affa4b0191e323796f138db7b1164_repeat_1,256affa4b0191e323796f138db7b1164,12962698,4,4,256,140871.6,CNN,EC-NAS,5,1,1,0,289.3539650440216,176089.5,486.8486940504449,256affa4b0191e323796f138db7b1164
5V9E_25ab911607b4090e83527cce43fb9654_repeat_1,25ab911607b4090e83527cce43fb9654,2101642,5,4,256,85370.4,CNN,EC-NAS,7,0,3,0,185.02317786216736,106713.0,461.403814302641,25ab911607b4090e83527cce43fb9654
5V9E_25cb31e8cc1f989a5e637d2dd54d5b9a_repeat_1,25cb31e8cc1f989a5e637d2dd54d5b9a,2785330,5,4,256,81795.6,CNN,EC-NAS,7,2,1,0,182.5547320842743,102244.5,448.0606942702532,25cb31e8cc1f989a5e637d2dd54d5b9a
5V9E_25fb0f575c1bbd9702e56433ddbbc4a4_repeat_1,25fb0f575c1bbd9702e56433ddbbc4a4,4602890,5,4,256,104763.59999999999,CNN,EC-NAS,8,1,2,0,240.07666873931885,130954.49999999999,436.37559847081553,25fb0f575c1bbd9702e56433ddbbc4a4
5V9E_263bc05d2c5028bc0573b73732744fb8_repeat_1,263bc05d2c5028bc0573b73732744fb8,1664778,5,4,256,70174.8,CNN,EC-NAS,6,0,3,0,166.21162915229797,87718.5,422.20150514077187,263bc05d2c5028bc0573b73732744fb8
5V9E_265d1ae02042a017e248a4c5dac479a3_repeat_1,265d1ae02042a017e248a4c5dac479a3,6230410,5,4,256,101340.0,CNN,EC-NAS,6,2,1,0,211.98065400123596,126675.0,478.0624933792738,265d1ae02042a017e248a4c5dac479a3
5V9E_265ee60e2ad201397298a542d3b8b660_repeat_1,265ee60e2ad201397298a542d3b8b660,2652068,5,4,256,60652.799999999996,CNN,EC-NAS,8,2,0,1,154.3888223171234,75816.0,392.857456192105,265ee60e2ad201397298a542d3b8b660
5V9E_26a8e70a79b799c77f9c65a6c5c1253c_repeat_1,26a8e70a79b799c77f9c65a6c5c1253c,1337373,5,4,256,38138.399999999994,CNN,EC-NAS,6,1,0,2,89.64274501800537,47672.99999999999,425.44881900191285,26a8e70a79b799c77f9c65a6c5c1253c
5V9E_26cbf708042e59f4fc0b023a7da49b24_repeat_1,26cbf708042e59f4fc0b023a7da49b24,2714634,5,4,256,100483.2,CNN,EC-NAS,9,0,2,1,232.5250051021576,125604.0,432.1393303737535,26cbf708042e59f4fc0b023a7da49b24
5V9E_26d7321b5aaf0f9d3f5951a9bac95d48_repeat_1,26d7321b5aaf0f9d3f5951a9bac95d48,3934640,5,4,256,115801.2,CNN,EC-NAS,9,2,1,0,262.67114520072937,144751.5,440.8599959143074,26d7321b5aaf0f9d3f5951a9bac95d48
5V9E_26ea270ae47de432c1133e42273541a9_repeat_1,26ea270ae47de432c1133e42273541a9,7857930,5,4,256,105703.2,CNN,EC-NAS,6,3,0,0,214.58796906471252,132129.0,492.586795339507,26ea270ae47de432c1133e42273541a9
5V9E_26f7b20315a2cd3927ec1963044b545b_repeat_1,26f7b20315a2cd3927ec1963044b545b,2714634,5,4,256,98485.2,CNN,EC-NAS,7,0,2,1,228.10043787956238,123106.5,431.76243288055605,26f7b20315a2cd3927ec1963044b545b
5V9E_272d71f3a27ab5dd4051c51106ef7c86_repeat_1,272d71f3a27ab5dd4051c51106ef7c86,1404042,5,4,256,64029.6,CNN,EC-NAS,7,0,2,1,147.61331272125244,80037.0,433.7657547250575,272d71f3a27ab5dd4051c51106ef7c86
5V9E_275f8a28d6100b7363c72c99bb4260e6_repeat_1,275f8a28d6100b7363c72c99bb4260e6,11051402,5,4,256,108367.2,CNN,EC-NAS,5,1,0,2,207.11468625068665,135459.0,523.2231569944535,275f8a28d6100b7363c72c99bb4260e6
5V9E_27820f8c4b5f77b160271f9922f9b7d1_repeat_1,27820f8c4b5f77b160271f9922f9b7d1,6667274,5,4,256,98596.8,CNN,EC-NAS,6,2,1,0,239.1956171989441,123246.0,412.2015325974595,27820f8c4b5f77b160271f9922f9b7d1
5V9E_278a65c91e279624407615a84f3282c4_repeat_1,278a65c91e279624407615a84f3282c4,2957706,4,4,256,63701.99999999999,CNN,EC-NAS,3,0,2,0,141.12145853042603,79627.49999999999,451.398395845418,278a65c91e279624407615a84f3282c4
5V9E_279120769de11c1d5df9773e4e959c9f_repeat_1,279120769de11c1d5df9773e4e959c9f,12088970,5,4,256,114897.6,CNN,EC-NAS,5,1,1,1,248.17637085914612,143622.0,462.9675242741412,279120769de11c1d5df9773e4e959c9f
5V9E_2798124b286b373e728d3f653af6138c_repeat_1,2798124b286b373e728d3f653af6138c,2723494,5,4,256,98722.8,CNN,EC-NAS,9,1,2,0,222.35314416885376,123403.5,443.99102323927764,2798124b286b373e728d3f653af6138c
5V9E_27b5c3aca71c8ae4ada9b4b91310dca5_repeat_1,27b5c3aca71c8ae4ada9b4b91310dca5,1115277,5,4,256,72028.8,CNN,EC-NAS,8,0,2,1,168.658353805542,90036.0,427.06926976796564,27b5c3aca71c8ae4ada9b4b91310dca5
5V9E_27ba7dfdb4ee034193dc3b8b0ae8f2f4_repeat_1,27ba7dfdb4ee034193dc3b8b0ae8f2f4,2793866,5,4,256,78807.6,CNN,EC-NAS,5,0,1,2,166.528977394104,98509.5,473.236557584183,27ba7dfdb4ee034193dc3b8b0ae8f2f4
5V9E_2809a2acd75ba6ed6567b4968599d4f1_repeat_1,2809a2acd75ba6ed6567b4968599d4f1,2362158,5,4,256,58471.2,CNN,EC-NAS,6,2,0,1,123.96789121627808,73089.0,471.6640690288859,2809a2acd75ba6ed6567b4968599d4f1
5V9E_2870de6aa1f26348096792c0eb213aea_repeat_1,2870de6aa1f26348096792c0eb213aea,7104138,5,4,256,129880.8,CNN,EC-NAS,8,2,1,0,286.42936754226685,162351.0,453.44791672185704,2870de6aa1f26348096792c0eb213aea
5V9E_28777dc1a875dca5a4b011ca4bb78c9c_repeat_1,28777dc1a875dca5a4b011ca4bb78c9c,12962698,5,4,256,134737.2,CNN,EC-NAS,6,1,1,1,287.27941942214966,168421.5,469.0109729092956,28777dc1a875dca5a4b011ca4bb78c9c
5V9E_28a58bc7944a6cfc6749c9f786a81c9b_repeat_1,28a58bc7944a6cfc6749c9f786a81c9b,2017034,4,4,256,71514.0,CNN,EC-NAS,6,0,1,1,163.21935176849365,89392.5,438.1465752996845,28a58bc7944a6cfc6749c9f786a81c9b
5V9E_28b9501b209693b9bad55a4839a2cfde_repeat_1,28b9501b209693b9bad55a4839a2cfde,4518282,5,4,256,98528.40000000001,CNN,EC-NAS,8,1,0,2,221.4976041316986,123160.50000000001,444.8282878103582,28b9501b209693b9bad55a4839a2cfde
5V9E_28bbd7ba12ae2c8496c84ca244edd296_repeat_1,28bbd7ba12ae2c8496c84ca244edd296,3644554,5,4,256,74642.4,CNN,EC-NAS,6,1,0,2,149.5177903175354,93303.0,499.22086088538157,28bbd7ba12ae2c8496c84ca244edd296
5V9E_28be2e1b49c23ffd4430ff991c364c28_repeat_1,28be2e1b49c23ffd4430ff991c364c28,3357248,5,4,256,101682.0,CNN,EC-NAS,8,2,1,0,202.9963414669037,127102.5,500.9055792100476,28be2e1b49c23ffd4430ff991c364c28
5V9E_28d429298461412c79c0f15094848152_repeat_1,28d429298461412c79c0f15094848152,3029408,5,4,256,103878.0,CNN,EC-NAS,9,1,2,0,255.860276222229,129847.5,405.9950279650919,28d429298461412c79c0f15094848152
5V9E_28dfc959539c2a560e42a871f087172c_repeat_1,28dfc959539c2a560e42a871f087172c,998019,5,4,256,62010.0,CNN,EC-NAS,8,0,1,2,144.8449318408966,77512.5,428.1130117007769,28dfc959539c2a560e42a871f087172c
5V9E_28e9f5f3bc0bcd3cea27add99f061168_repeat_1,28e9f5f3bc0bcd3cea27add99f061168,2656691,5,4,256,74750.40000000001,CNN,EC-NAS,8,2,0,1,160.7913601398468,93438.00000000001,464.8906504366064,28e9f5f3bc0bcd3cea27add99f061168
5V9E_29223cf464c535dff10de6a6f495f6ed_repeat_1,29223cf464c535dff10de6a6f495f6ed,4779018,5,4,256,110336.4,CNN,EC-NAS,7,1,1,1,235.0354151725769,137920.5,469.44584891168205,29223cf464c535dff10de6a6f495f6ed
5V9E_292e5165cd50006d46eb96fa40167df0_repeat_1,292e5165cd50006d46eb96fa40167df0,3543609,5,4,256,84718.79999999999,CNN,EC-NAS,8,2,0,1,202.14896368980408,105898.49999999999,419.09094389422785,292e5165cd50006d46eb96fa40167df0
5V9E_294f793855d893227608ffd1eaa55b8f_repeat_1,294f793855d893227608ffd1eaa55b8f,967178,5,4,256,54648.0,CNN,EC-NAS,6,0,2,1,112.65584015846252,68310.0,485.08803381282075,294f793855d893227608ffd1eaa55b8f
5V9E_29a8ef03150ff4ac01641ac33ea72e1a_repeat_1,29a8ef03150ff4ac01641ac33ea72e1a,2948277,5,4,256,86403.6,CNN,EC-NAS,8,2,0,1,194.61648058891296,108004.5,443.96856699155774,29a8ef03150ff4ac01641ac33ea72e1a
5V9E_29c4ffbfeaabe322303f4148d207b0a9_repeat_1,29c4ffbfeaabe322303f4148d207b0a9,3644554,5,4,256,81223.2,CNN,EC-NAS,7,1,0,2,170.55497646331787,101529.0,476.22884822401585,29c4ffbfeaabe322303f4148d207b0a9
5V9E_29f95ce137e2dbea3854074ad4ccc831_repeat_1,29f95ce137e2dbea3854074ad4ccc831,1907355,5,4,256,76237.20000000001,CNN,EC-NAS,9,1,0,2,160.81952023506165,95296.50000000001,474.05439270411955,29f95ce137e2dbea3854074ad4ccc831
5V9E_2a2796b3bfafdb5a7309368ec715cd1b_repeat_1,2a2796b3bfafdb5a7309368ec715cd1b,1990295,5,4,256,92930.4,CNN,EC-NAS,8,0,2,1,212.40105891227722,116163.0,437.52324247300834,2a2796b3bfafdb5a7309368ec715cd1b
5V9E_2a279cca9ddde05d3897cf7c63738b0b_repeat_1,2a279cca9ddde05d3897cf7c63738b0b,2618136,5,4,256,91504.8,CNN,EC-NAS,9,1,1,1,202.12973475456238,114381.0,452.70331013450556,2a279cca9ddde05d3897cf7c63738b0b
5V9E_2a35126f9c56c4a405ad5f2f6dca6289_repeat_1,2a35126f9c56c4a405ad5f2f6dca6289,967178,5,4,256,41716.799999999996,CNN,EC-NAS,5,0,2,1,105.10211753845215,52145.99999999999,396.91683647322986,2a35126f9c56c4a405ad5f2f6dca6289
5V9E_2a52c4ead5953583354572b64675c153_repeat_1,2a52c4ead5953583354572b64675c153,2277770,4,4,256,71258.4,CNN,EC-NAS,5,0,2,0,181.27314472198486,89073.0,393.09959624349005,2a52c4ead5953583354572b64675c153
5V9E_2a6786067a9721ae67856389bd4fe2e9_repeat_1,2a6786067a9721ae67856389bd4fe2e9,2624049,5,4,256,85161.6,CNN,EC-NAS,9,1,1,1,200.12435841560364,106452.0,425.5434004847257,2a6786067a9721ae67856389bd4fe2e9
5V9E_2a6ef32ef01a197f14d4d6117312786b_repeat_1,2a6ef32ef01a197f14d4d6117312786b,12962698,5,4,256,153086.4,CNN,EC-NAS,7,1,1,1,296.0364694595337,191358.0,517.1200706436135,2a6ef32ef01a197f14d4d6117312786b
5V9E_2a8fa868616f5b91473347c8b89fea9d_repeat_1,2a8fa868616f5b91473347c8b89fea9d,3252023,5,4,256,80917.2,CNN,EC-NAS,8,2,0,1,177.7817862033844,101146.5,455.14898757643147,2a8fa868616f5b91473347c8b89fea9d
5V9E_2aacadf61dfc59833d015cbbe2a755fd_repeat_1,2aacadf61dfc59833d015cbbe2a755fd,20346506,4,4,256,133729.2,CNN,EC-NAS,4,2,0,0,278.1445457935333,167161.5,480.79030138260265,2aacadf61dfc59833d015cbbe2a755fd
5V9E_2ac78281eac50103d02253ae4100ddcc_repeat_1,2ac78281eac50103d02253ae4100ddcc,21384074,5,4,256,162615.6,CNN,EC-NAS,6,2,1,0,330.5216100215912,203269.5,491.9968772673509,2ac78281eac50103d02253ae4100ddcc
5V9E_2ad36cf43b8d302e0f7c03a5449cb158_repeat_1,2ad36cf43b8d302e0f7c03a5449cb158,11051402,5,4,256,105483.6,CNN,EC-NAS,5,1,0,2,207.76176404953003,131854.5,507.71421046874104,2ad36cf43b8d302e0f7c03a5449cb158
5V9E_2af739975919c70aeb3220cf342a675e_repeat_1,2af739975919c70aeb3220cf342a675e,3831434,5,4,256,87271.2,CNN,EC-NAS,5,0,2,1,198.75982236862183,109089.0,439.0786777729455,2af739975919c70aeb3220cf342a675e
5V9E_2b1971ba7c899f30b7a6d707b778a1d6_repeat_1,2b1971ba7c899f30b7a6d707b778a1d6,3468426,5,4,256,62589.6,CNN,EC-NAS,6,1,1,1,155.91677951812744,78237.0,401.4295330716673,2b1971ba7c899f30b7a6d707b778a1d6
5V9E_2b405d575a0807cdb0f6e3ec564b2ba8_repeat_1,2b405d575a0807cdb0f6e3ec564b2ba8,2105744,5,4,256,103820.4,CNN,EC-NAS,8,0,3,0,240.20594096183777,129775.5,432.2141225328571,2b405d575a0807cdb0f6e3ec564b2ba8
5V9E_2b5b5d4da23c3888870a73d62a795ad3_repeat_1,2b5b5d4da23c3888870a73d62a795ad3,2913959,5,4,256,99111.6,CNN,EC-NAS,9,1,1,1,227.52256035804749,123889.5,435.61218651913094,2b5b5d4da23c3888870a73d62a795ad3
5V9E_2b6c0dcaf57799d7cc379d6b5e5f845f_repeat_1,2b6c0dcaf57799d7cc379d6b5e5f845f,1232016,5,4,256,84031.20000000001,CNN,EC-NAS,8,0,3,0,191.9156951904297,105039.00000000001,437.8547565722515,2b6c0dcaf57799d7cc379d6b5e5f845f
5V9E_2b709df297a0292c94cc533572bf7d4f_repeat_1,2b709df297a0292c94cc533572bf7d4f,12962698,5,4,256,150264.0,CNN,EC-NAS,6,1,1,1,292.63967537879944,187830.0,513.4778795988441,2b709df297a0292c94cc533572bf7d4f
5V9E_2b8960211644c6102363bb39e5bb828d_repeat_1,2b8960211644c6102363bb39e5bb828d,1116567,5,4,256,70581.59999999999,CNN,EC-NAS,8,0,2,1,166.73445582389832,88226.99999999999,423.3174220123218,2b8960211644c6102363bb39e5bb828d
5V9E_2ba1e9520e77c8af2ee994f64a0986c9_repeat_1,2ba1e9520e77c8af2ee994f64a0986c9,7857930,5,4,256,100155.59999999999,CNN,EC-NAS,6,3,0,0,215.51500391960144,125194.49999999999,464.72680870684695,2ba1e9520e77c8af2ee994f64a0986c9
5V9E_2ba6eab6bf85b94e2e349e65d35b07c0_repeat_1,2ba6eab6bf85b94e2e349e65d35b07c0,3468426,5,4,256,68216.40000000001,CNN,EC-NAS,7,1,1,1,158.59018754959106,85270.50000000001,430.14262769989335,2ba6eab6bf85b94e2e349e65d35b07c0
5V9E_2bad5f00df8f2fe7ea2f90d6af14fc32_repeat_1,2bad5f00df8f2fe7ea2f90d6af14fc32,1840906,5,4,256,71074.8,CNN,EC-NAS,7,0,2,1,157.86768698692322,88843.5,450.2175293534731,2bad5f00df8f2fe7ea2f90d6af14fc32
5V9E_2bd05a35a814d8771bc0a0593bfd1800_repeat_1,2bd05a35a814d8771bc0a0593bfd1800,2017034,4,4,256,77803.2,CNN,EC-NAS,5,0,1,1,163.8106095790863,97254.0,474.95824720948434,2bd05a35a814d8771bc0a0593bfd1800
5V9E_2bd74ed26aa04a3a66dd1d278689e813_repeat_1,2bd74ed26aa04a3a66dd1d278689e813,3075240,5,4,256,92246.40000000001,CNN,EC-NAS,9,2,1,0,215.1589937210083,115308.00000000001,428.7359705707389,2bd74ed26aa04a3a66dd1d278689e813
5V9E_2bd799e95099e201b051b19e9a2b4b6d_repeat_1,2bd799e95099e201b051b19e9a2b4b6d,3207690,5,4,256,68529.6,CNN,EC-NAS,7,1,0,2,138.6520974636078,85662.0,494.25577581317924,2bd799e95099e201b051b19e9a2b4b6d
5V9E_2be9431747c03c6c7b16216ec12e6d9d_repeat_1,2be9431747c03c6c7b16216ec12e6d9d,3831434,5,4,256,104673.6,CNN,EC-NAS,6,0,2,1,213.2961127758026,130842.0,490.7431206213464,2be9431747c03c6c7b16216ec12e6d9d
5V9E_2bee415b30c832f8cc79989fd6219762_repeat_1,2bee415b30c832f8cc79989fd6219762,2948277,5,4,256,88347.6,CNN,EC-NAS,9,2,0,1,189.9166076183319,110434.5,465.1915443727216,2bee415b30c832f8cc79989fd6219762
5V9E_2bf4e3dbd48d84126f7ac1862e18752d_repeat_1,2bf4e3dbd48d84126f7ac1862e18752d,30515338,5,4,256,209080.8,CNN,EC-NAS,6,3,0,0,414.55132818222046,261351.0,504.3544328197069,2bf4e3dbd48d84126f7ac1862e18752d
5V9E_2c1f59f85c471854008feebbec5a5e18_repeat_1,2c1f59f85c471854008feebbec5a5e18,2277770,5,4,256,77436.0,CNN,EC-NAS,7,0,2,1,188.71557235717773,96795.0,410.33179738574313,2c1f59f85c471854008feebbec5a5e18
5V9E_2c6f7607c2613faaf4c9fef942507834_repeat_1,2c6f7607c2613faaf4c9fef942507834,11215242,5,4,256,89121.6,CNN,EC-NAS,4,1,1,1,191.6754994392395,111402.0,464.96083360018196,2c6f7607c2613faaf4c9fef942507834
5V9E_2c7ccaefb33139ae381d6bdc6a264737_repeat_1,2c7ccaefb33139ae381d6bdc6a264737,7857930,5,4,256,101768.4,CNN,EC-NAS,6,3,0,0,216.31770706176758,127210.5,470.45801928244805,2c7ccaefb33139ae381d6bdc6a264737
5V9E_2c812e980e30c94ebad33d7e7e01d152_repeat_1,2c812e980e30c94ebad33d7e7e01d152,3647158,5,4,256,103168.8,CNN,EC-NAS,8,2,1,0,230.37304377555847,128961.0,447.833645417788,2c812e980e30c94ebad33d7e7e01d152
